song_name,artist_name,album_names,playlist,fuzzy_name,fuzzy_artist
The Twist,Chubby Checker,The Best Of Chubby Checker 1959-1963,60s Rock Anthems,the twist,chubby checker
Sunshine Of Your Love,Cream,Disraeli Gears,60s Rock Anthems,sunshine of your love,cream
Hit the Road Jack,Ray Charles,Rock & Roll 50s Mix,60s Rock Anthems,hit the road jack,ray charles
Proud Mary,Creedence Clearwater Revival,Bayou Country (40th Anniversary Edition),60s Rock Anthems,proud mary,creedence clearwater revival
Dazed And Confused,Led Zeppelin,Led Zeppelin,60s Rock Anthems,dazed and confused,led zeppelin
Summertime Blues,Blue Cheer,Good Times Are So Hard To Find,60s Rock Anthems,summertime blues,blue cheer
I Want To Hold Your Hand - Remastered 2015,The Beatles,1 (Remastered),60s Rock Anthems,i want to hold your hand  remastered 2015,the beatles
Runaround Sue,Dion,Runaround Sue,60s Rock Anthems,runaround sue,dion
All Day and All of the Night - 2014 Remastered Version,The Kinks,The Anthology 1964 - 1971 (2014 Remastered Version),60s Rock Anthems,all day and all of the night  2014 remastered version,the kinks
River Deep - Mountain High,Ike & Tina Turner,River Deep-Mountain High,60s Rock Anthems,river deep  mountain high,ike  tina turner
Summer in the City - Remastered,The Lovin' Spoonful,Hums Of The Lovin' Spoonful,60s Rock Anthems,summer in the city  remastered,the lovin spoonful
Jumpin' Jack Flash - Mono / Remastered,The Rolling Stones,The Rolling Stones In Mono (Remastered 2016),60s Rock Anthems,jumpin jack flash  mono  remastered,the rolling stones
Foxey Lady,Jimi Hendrix,Are You Experienced,60s Rock Anthems,foxey lady,jimi hendrix
Somebody to Love,Jefferson Airplane,Surrealistic Pillow,60s Rock Anthems,somebody to love,jefferson airplane
Time Has Come Today,The Chambers Brothers,Time Has Come: The Best Of The Chambers Brothers,60s Rock Anthems,time has come today,the chambers brothers
Heart Full of Soul,The Yardbirds,The Yardbirds Story - Pt. 3 - 1965/66 - Big Hits & America Calling,60s Rock Anthems,heart full of soul,the yardbirds
Do You Believe in Magic?,The Lovin' Spoonful,Do you Believe In Magic,60s Rock Anthems,do you believe in magic,the lovin spoonful
"Paint It, Black - Mono",The Rolling Stones,The Rolling Stones In Mono (Remastered 2016),60s Rock Anthems,paint it black  mono,the rolling stones
Good Vibrations - Remastered,The Beach Boys,Smiley Smile (Remastered),60s Rock Anthems,good vibrations  remastered,the beach boys
Psychotic Reaction,Count Five,Psychotic Reaction,60s Rock Anthems,psychotic reaction,count five
Yesterday - Remastered 2009,The Beatles,Help! (Remastered),60s Rock Anthems,yesterday  remastered 2009,the beatles
Nights In White Satin - Single Version / Mono Mix,The Moody Blues,Days Of Future Passed (Deluxe Version),60s Rock Anthems,nights in white satin  single version  mono mix,the moody blues
Space Oddity - 2015 Remastered Version,David Bowie,David Bowie (aka Space Oddity) [2015 Remastered Version],60s Rock Anthems,space oddity  2015 remastered version,david bowie
Magic Carpet Ride,Steppenwolf,The Second,60s Rock Anthems,magic carpet ride,steppenwolf
Needles and Pins - Mono,The Searchers,Needles & Pins,60s Rock Anthems,needles and pins  mono,the searchers
The Weight - Remastered,The Band,Music From Big Pink (Expanded Edition),60s Rock Anthems,the weight  remastered,the band
Bring It On Home to Me,Sam Cooke,The Man Who Invented Soul,60s Rock Anthems,bring it on home to me,sam cooke
Bad Moon Rising,Creedence Clearwater Revival,Green River (40th Anniversary Edition),60s Rock Anthems,bad moon rising,creedence clearwater revival
Crying,Roy Orbison,Crying,60s Rock Anthems,crying,roy orbison
Revolution - Remastered,The Beatles,The Beatles 1967 - 1970 (Remastered),60s Rock Anthems,revolution  remastered,the beatles
Shop Around,The Miracles,Hi We're The Miracles,60s Rock Anthems,shop around,the miracles
I Fought The Law,The Bobby Fuller Four,Never To Be Forgotten - The Mustang Years,60s Rock Anthems,i fought the law,the bobby fuller four
The Times They Are A-Changin',Bob Dylan,The Times They Are A-Changin',60s Rock Anthems,the times they are achangin,bob dylan
Honky Tonk Women,The Rolling Stones,Hot Rocks (1964-1971) [Remastered],60s Rock Anthems,honky tonk women,the rolling stones
The End - Remastered,The Doors,The Doors (50th Anniversary Deluxe Edition),60s Rock Anthems,the end  remastered,the doors
She Loves You - Mono / Remastered,The Beatles,1 (Remastered),60s Rock Anthems,she loves you  mono  remastered,the beatles
Heartbreaker,Led Zeppelin,Led Zeppelin II,60s Rock Anthems,heartbreaker,led zeppelin
Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,60s Rock Anthems,brown eyed girl,van morrison
Gimme Shelter,The Rolling Stones,Let It Bleed,60s Rock Anthems,gimme shelter,the rolling stones
Touch Me,The Doors,The Soft Parade,60s Rock Anthems,touch me,the doors
Surf City - Remastered 1990 / Stereo Remix,Jan & Dean,Surf City: The Best Of Jan & Dean,60s Rock Anthems,surf city  remastered 1990  stereo remix,jan  dean
White Rabbit,Jefferson Airplane,Surrealistic Pillow,60s Rock Anthems,white rabbit,jefferson airplane
Green River,Creedence Clearwater Revival,Green River (40th Anniversary Edition),60s Rock Anthems,green river,creedence clearwater revival
I Get Around (Mono) - Mono,The Beach Boys,All Summer Long,60s Rock Anthems,i get around mono  mono,the beach boys
Mr. Tambourine Man,The Byrds,Mr. Tambourine Man,60s Rock Anthems,mr tambourine man,the byrds
With A Little Help From My Friends - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),60s Rock Anthems,with a little help from my friends  remastered 2009,the beatles
Hush - 2014 Remastered Version,Deep Purple,A Fire in the Sky,60s Rock Anthems,hush  2014 remastered version,deep purple
For Your Love,The Yardbirds,Five Live Yardbirds,60s Rock Anthems,for your love,the yardbirds
Street Fighting Man,The Rolling Stones,Beggars Banquet,60s Rock Anthems,street fighting man,the rolling stones
Blowin' In the Wind,Bob Dylan,The Freewheelin' Bob Dylan,60s Rock Anthems,blowin in the wind,bob dylan
In My Room - Remastered,The Beach Boys,Surfer Girl (Remastered),60s Rock Anthems,in my room  remastered,the beach boys
I'm A Man,The Spencer Davis Group,I'm A Man / I Can't Get Enough Of It,60s Rock Anthems,im a man,the spencer davis group
Gloria - Stereo Version,Them,Gold (International Version),60s Rock Anthems,gloria  stereo version,them
Itchycoo Park,Small Faces,Small Faces: The Singles Collection,60s Rock Anthems,itchycoo park,small faces
Wild Thing,The Troggs,Hit Single Anthology,60s Rock Anthems,wild thing,the troggs
Care Of Cell 44,The Zombies,Odessey And Oracle,60s Rock Anthems,care of cell 44,the zombies
See Emily Play - 2016 Remastered Version,Pink Floyd,The Early Years 1965-1967 CAMBRIDGE ST/ATION,60s Rock Anthems,see emily play  2016 remastered version,pink floyd
Alone Again Or - 2015 Remastered Version,Love,Forever Changes (2015 Remastered Version),60s Rock Anthems,alone again or  2015 remastered version,love
Psychotic Reaction - Rarities Version,Count Five,Rarities - The Double Shot Years,60s Rock Anthems,psychotic reaction  rarities version,count five
Slip Inside This House - Stereo LP Version,The 13th Floor Elevators,Easter Everywhere,60s Rock Anthems,slip inside this house  stereo lp version,the 13th floor elevators
I Had Too Much To Dream (Last Night),The Electric Prunes,I Had Too Much To Dream (Last Night),60s Rock Anthems,i had too much to dream last night,the electric prunes
96 Tears,? & The Mysterians,Cameo Parkway 1957-1967 (Original Hit Recordings),60s Rock Anthems,96 tears,  the mysterians
Have Love Will Travel,The Sonics,Here Are the Sonics,60s Rock Anthems,have love will travel,the sonics
Kick out the Jams,MC5,Babes In Arms,60s Rock Anthems,kick out the jams,mc5
I Hate You,The Monks,Black Monk Time,60s Rock Anthems,i hate you,the monks
I Wanna Be Your Dog,The Stooges,The Stooges,60s Rock Anthems,i wanna be your dog,the stooges
I'm Waiting For The Man - Album Version (Stereo),The Velvet Underground,The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition),60s Rock Anthems,im waiting for the man  album version stereo,the velvet underground
Eight Miles High,The Byrds,Fifth Dimension,60s Rock Anthems,eight miles high,the byrds
Wipe Out,The Surfaris,Wipe Out,60s Rock Anthems,wipe out,the surfaris
More Than Words,Extreme,Extreme II - Pornograffitti,70s & 80s Acoustic,more than words,extreme
Free Fallin',Tom Petty,Full Moon Fever,70s & 80s Acoustic,free fallin,tom petty
Landslide,Fleetwood Mac,Fleetwood Mac,70s & 80s Acoustic,landslide,fleetwood mac
Lean on Me,Bill Withers,Still Bill,70s & 80s Acoustic,lean on me,bill withers
Hotel California - Remastered,Eagles,Hotel California (Remastered),70s & 80s Acoustic,hotel california  remastered,eagles
Fast Car,Tracy Chapman,Tracy Chapman,70s & 80s Acoustic,fast car,tracy chapman
You're So Vain,Carly Simon,No Secrets,70s & 80s Acoustic,youre so vain,carly simon
Dust in the Wind,Kansas,Point Of Know Return,70s & 80s Acoustic,dust in the wind,kansas
Ooh La La,Faces,Ooh La La,70s & 80s Acoustic,ooh la la,faces
You've Got A Friend,James Taylor,Greatest Hits,70s & 80s Acoustic,youve got a friend,james taylor
Redemption Song,Bob Marley & The Wailers,Uprising,70s & 80s Acoustic,redemption song,bob marley  the wailers
Crazy Love,Van Morrison,Moondance,70s & 80s Acoustic,crazy love,van morrison
I'm on Fire,Bruce Springsteen,Born In The U.S.A.,70s & 80s Acoustic,im on fire,bruce springsteen
Heart Of Gold,Neil Young,Harvest (Remastered Version),70s & 80s Acoustic,heart of gold,neil young
Wildflowers - Remastered,Dolly Parton,The Complete Trio Collection,70s & 80s Acoustic,wildflowers  remastered,dolly parton
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,70s & 80s Acoustic,rocket man i think its going to be a long long time,elton john
In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),70s & 80s Acoustic,in the air tonight  2015 remastered,phil collins
Wicked Game - Remastered,Chris Isaak,Best Of Chris Isaak,70s & 80s Acoustic,wicked game  remastered,chris isaak
Hallelujah,Leonard Cohen,Various Positions,70s & 80s Acoustic,hallelujah,leonard cohen
My Sweet Lord,George Harrison,All Things Must Pass (Remastered),70s & 80s Acoustic,my sweet lord,george harrison
A Horse with No Name,America,America,70s & 80s Acoustic,a horse with no name,america
Jolene,Dolly Parton,Jolene,70s & 80s Acoustic,jolene,dolly parton
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),70s & 80s Acoustic,let it be  remastered 2009,the beatles
Maggie May,Rod Stewart,Every Picture Tells A Story,70s & 80s Acoustic,maggie may,rod stewart
Me and Julio Down by the Schoolyard,Paul Simon,Paul Simon,70s & 80s Acoustic,me and julio down by the schoolyard,paul simon
Where You Lead,Carole King,Tapestry,70s & 80s Acoustic,where you lead,carole king
Me and Bobby McGee,Janis Joplin,Pearl (Legacy Edition),70s & 80s Acoustic,me and bobby mcgee,janis joplin
If You Could Read My Mind,Gordon Lightfoot,Gord's Gold,70s & 80s Acoustic,if you could read my mind,gordon lightfoot
Pink Moon,Nick Drake,Pink Moon,70s & 80s Acoustic,pink moon,nick drake
Walkin' Back to Georgia,Jim Croce,You Don't Mess Around With Jim,70s & 80s Acoustic,walkin back to georgia,jim croce
Going To California,Led Zeppelin,Led Zeppelin IV (Remastered Version),70s & 80s Acoustic,going to california,led zeppelin
"My My, Hey Hey (Out of the Blue)",Neil Young,Rust Never Sleeps,70s & 80s Acoustic,my my hey hey out of the blue,neil young
I Walk the Line,Johnny Cash,I Walk the Line (Original Soundtrack Recording),70s & 80s Acoustic,i walk the line,johnny cash
Across The Universe - Remastered 2009,The Beatles,Let It Be (Remastered),70s & 80s Acoustic,across the universe  remastered 2009,the beatles
Wild World,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered),70s & 80s Acoustic,wild world,yusuf  cat stevens
California,Joni Mitchell,Blue,70s & 80s Acoustic,california,joni mitchell
"Dreams (Sessions, Roughs & Outtakes) - 2004 Remastered Edition",Fleetwood Mac,Rumours (Super Deluxe),70s & 80s Acoustic,dreams sessions roughs  outtakes  2004 remastered edition,fleetwood mac
Tangled up in Blue,Bob Dylan,Blood On The Tracks,70s & 80s Acoustic,tangled up in blue,bob dylan
Imagine - Remastered 2010,John Lennon,Imagine,70s & 80s Acoustic,imagine  remastered 2010,john lennon
Maybe I’m Amazed - Remastered 2011,Paul McCartney,McCartney (Special Edition),70s & 80s Acoustic,maybe i’m amazed  remastered 2011,paul mccartney
Tom's Diner,Suzanne Vega,Solitude Standing,70s & 80s Acoustic,toms diner,suzanne vega
Easy,Commodores,The Very Best Of The Commodores,70s & 80s Acoustic,easy,commodores
Up Where We Belong,Joe Cocker,The Ultimate Collection 1968-2003,70s & 80s Acoustic,up where we belong,joe cocker
Life On Mars? - 2015 Remastered Version,David Bowie,Hunky Dory (2015 Remastered Version),70s & 80s Acoustic,life on mars  2015 remastered version,david bowie
Personal Jesus - Acoustic Version,Depeche Mode,Personal Jesus,70s & 80s Acoustic,personal jesus  acoustic version,depeche mode
Wuthering Heights,Kate Bush,The Kick Inside,70s & 80s Acoustic,wuthering heights,kate bush
Stuck In The Middle With You - Remastered,Stealers Wheel,Stuck In The Middle With You,70s & 80s Acoustic,stuck in the middle with you  remastered,stealers wheel
Just The Two Of Us (feat. Bill Withers),"Grover Washington, Jr.",Anthology,70s & 80s Acoustic,just the two of us feat bill withers,grover washington jr
(You Make Me Feel Like) A Natural Woman,Carole King,Tapestry,70s & 80s Acoustic,you make me feel like a natural woman,carole king
Cecilia,Simon & Garfunkel,Bridge Over Troubled Water,70s & 80s Acoustic,cecilia,simon  garfunkel
Our House,"Crosby, Stills, Nash & Young",Deja Vu,70s & 80s Acoustic,our house,crosby stills nash  young
And It Stoned Me,Van Morrison,Moondance,70s & 80s Acoustic,and it stoned me,van morrison
Famous Blue Raincoat,Leonard Cohen,Songs Of Love And Hate,70s & 80s Acoustic,famous blue raincoat,leonard cohen
All Things Must Pass,George Harrison,All Things Must Pass (Remastered),70s & 80s Acoustic,all things must pass,george harrison
Stand By Me - Remastered,John Lennon,Rock 'N' Roll,70s & 80s Acoustic,stand by me  remastered,john lennon
"Baby, I Love Your Way",Peter Frampton,Acoustic Classics,70s & 80s Acoustic,baby i love your way,peter frampton
Solsbury Hill,Peter Gabriel,Vanilla Sky (Music from the Motion Picture),70s & 80s Acoustic,solsbury hill,peter gabriel
Boulder To Birmingham - Remastered,Emmylou Harris,Pieces Of The Sky (Expanded & Remastered),70s & 80s Acoustic,boulder to birmingham  remastered,emmylou harris
Something On Your Mind,Karen Dalton,In My Own Time,70s & 80s Acoustic,something on your mind,karen dalton
You're The Inspiration - 2006 Remastered Version,Chicago,Chicago 17 [Expanded],70s & 80s Acoustic,youre the inspiration  2006 remastered version,chicago
Ripple,Grateful Dead,What A Long Strange Trip It's Been - The Best Of The Grateful Dead,70s & 80s Acoustic,ripple,grateful dead
You Are So Beautiful,Joe Cocker,I Can Stand A Little Rain,70s & 80s Acoustic,you are so beautiful,joe cocker
Blue Bayou,Linda Ronstadt,Simple Dreams,70s & 80s Acoustic,blue bayou,linda ronstadt
Bohemian Rhapsody - Remastered 2011,Queen,Queen 40 Limited Edition Collector's Box Set,70s Rock Anthems,bohemian rhapsody  remastered 2011,queen
Stairway To Heaven,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),70s Rock Anthems,stairway to heaven,led zeppelin
Hotel California - Remastered,Eagles,Hotel California (Remastered),70s Rock Anthems,hotel california  remastered,eagles
London Calling - Remastered,The Clash,London Calling,70s Rock Anthems,london calling  remastered,the clash
Riders On The Storm,The Doors,L.A. Woman,70s Rock Anthems,riders on the storm,the doors
Rock And Roll All Nite,KISS,Dressed To Kill,70s Rock Anthems,rock and roll all nite,kiss
Who Are You,The Who,Who Are You,70s Rock Anthems,who are you,the who
Changes - 2015 Remastered Version,David Bowie,Hunky Dory (2015 Remastered Version),70s Rock Anthems,changes  2015 remastered version,david bowie
Who'll Stop The Rain,Creedence Clearwater Revival,Cosmo's Factory (40th Anniversary Edition),70s Rock Anthems,wholl stop the rain,creedence clearwater revival
Me and Bobby McGee,Janis Joplin,Pearl (Legacy Edition),70s Rock Anthems,me and bobby mcgee,janis joplin
Wild Horses,The Rolling Stones,Sticky Fingers (Remastered),70s Rock Anthems,wild horses,the rolling stones
Imagine - Remastered 2010,John Lennon,Imagine,70s Rock Anthems,imagine  remastered 2010,john lennon
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),70s Rock Anthems,let it be  remastered 2009,the beatles
Dream On,Aerosmith,Aerosmith,70s Rock Anthems,dream on,aerosmith
Roxanne - Remastered 2003,The Police,Outlandos D'Amour,70s Rock Anthems,roxanne  remastered 2003,the police
Highway to Hell,AC/DC,Highway to Hell,70s Rock Anthems,highway to hell,acdc
Bang a Gong (Get It On) - Remastered Version,T. Rex,Electric Warrior [Expanded & Remastered],70s Rock Anthems,bang a gong get it on  remastered version,t rex
Smoke On the Water,Deep Purple,Machine Head,70s Rock Anthems,smoke on the water,deep purple
Black Magic Woman,Santana,Santana's Greatest Hits,70s Rock Anthems,black magic woman,santana
Message In A Bottle - Remastered 2003,The Police,Reggatta De Blanc,70s Rock Anthems,message in a bottle  remastered 2003,the police
Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,70s Rock Anthems,free bird,lynyrd skynyrd
Cocaine,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),70s Rock Anthems,cocaine,eric clapton
Lola - Coca Cola Version,The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",70s Rock Anthems,lola  coca cola version,the kinks
Black Dog,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),70s Rock Anthems,black dog,led zeppelin
Blitzkrieg Bop - 2016 Remastered Version,Ramones,Ramones - 40th Anniversary Deluxe Edition (Remastered),70s Rock Anthems,blitzkrieg bop  2016 remastered version,ramones
I Want You to Want Me,Cheap Trick,In Color,70s Rock Anthems,i want you to want me,cheap trick
